Id,SalePrice
616,149839.08231331172
625,198263.49558801804
629,170050.30930792016
630,167250.94396218937
631,153689.1228107258
640,208927.67367695732
642,195371.34381273953
643,165199.77921607703
646,131988.6441009824
647,164205.1811041091
655,128347.64073390048
659,137292.33464566545
663,98160.31713612293
665,115890.14078837498
667,236577.66237465228
673,168985.1546334863
676,155737.21362732857
680,188220.76386542225
682,136345.4796817585
687,143006.1770353984
688,175954.56263776906
692,116251.11518223512
693,148682.7433317064
695,172065.83112502177
697,157849.15130522655
700,166356.21808917023
702,163134.73558319797
703,142429.74170503012
704,122550.70212922335
712,116212.24877047361
713,142249.98291206697
717,233273.39991794567
720,176641.305133786
721,92616.28252788479
726,186753.93454928132
733,106100.55760996559
736,154998.86791106532
738,138913.96352409
741,153371.73412548174
743,73707.16772620605
745,145143.451522221
750,166336.82862978484
756,133414.84646984068
757,147850.5768741871
758,133809.0892655585
760,113570.12670053173
765,129654.37002760146
775,169464.5961236879
776,149979.57054498536
780,213823.31389148193
783,286018.9608819878
790,136173.28912791304
795,107074.4414082016
796,135036.64666717625
797,179443.72743906433
798,119228.57296549386
804,233607.92207455798
805,247722.64498012827
806,250483.29935112808
808,147238.2990186726
814,169336.50316399796
818,327072.8067326782
821,317153.93240725715
822,348691.13308585616
825,287780.5403318539
827,240715.29808887513
830,212100.9997968257
834,250848.00436544255
835,236451.28780002115
842,157527.15374969665
845,220952.63610516884
852,236835.13656920602
857,164404.60142350176
858,169903.06206513382
859,169858.3063829023
860,159464.49681522665
861,150841.31974299336
864,246882.4697906762
868,204535.64935879785
869,212553.7889956519
872,282392.0661811709
873,237774.22049090744
885,139484.73735550774
890,113544.2783744813
895,109421.18095643645
899,53340.47673102662
906,119406.1487929617
918,175620.60750516862
923,189623.1979321742
925,179079.74937765292
927,159232.41235480644
932,210556.26967405924
933,137524.93675587693
934,164733.67289682056
942,106075.69668157672
947,263301.1946539057
948,297860.8083873071
951,169372.002304589
957,467360.23920090514
958,333083.5459043457
959,250210.10123913817
963,209762.08574460063
967,239923.19586748423
968,352691.4472426029
971,175635.57651093174
972,196714.91298815727
976,120928.72758543404
978,108024.09814444397
979,137645.77737481467
984,143895.6598169741
986,209365.71660842805
991,233553.19901403657
996,241856.95936398642
1001,234427.04306399234
1007,214512.8433970965
1008,190069.28439298118
1009,194452.86109594308
1014,139655.06156571358
1022,234612.79055854576
1024,221065.77682032957
1027,166447.16279539734
1030,188365.65507466983
1032,192264.04238977854
1035,170121.5874852014
1042,122547.64155908278
1047,158818.44945356218
1050,121783.6686484493
1055,304302.9146919451
1059,395467.22269591654
1061,356369.2501990404
1064,423130.3713896438
1077,231983.10145703083
1081,261389.57350170176
1092,245902.72989644212
1093,212108.82596598746
1095,224859.11572867638
1099,289022.7246489642
1101,286289.96022018057
1103,274855.26390978426
1109,263249.898938984
1112,267719.00590179383
1113,244130.8562188607
1114,259834.42533029718
1116,256028.32698075077
1117,259719.446768072
1119,296537.02513394656
1121,234916.60393138247
1122,241066.84465387015
1125,283880.1009951167
1137,187453.55354095344
1142,229014.58438368075
1144,224145.69341791575
1145,221623.76135173946
1147,213791.48730533558
1148,197136.97726707242
1149,181088.57011295552
1150,147159.20584431948
1153,99814.59447379339
1154,117948.14546763172
1159,331944.21785422636
1161,178734.42529156804
1167,191113.95625917288
1171,255618.72321962245
1174,197537.91247135057
1188,220812.7320043266
1189,214690.57971237644
1191,178523.8992520615
1195,173273.70497621194
1199,178082.56456885004
1201,236699.07809267874
1204,217149.84501271407
1211,151440.3877215057
1214,197626.5432971585
1219,175203.2879161451
1220,95406.41427074399
1227,218272.1491478
1229,275035.29584480135
1231,156231.28261929518
1234,243285.51143093797
1235,153447.33224214765
1239,205576.57053687848
1240,197111.185694355
1241,185890.81828717806
1246,147022.16484637512
1249,180909.57156701296
1250,136838.68650162366
1252,168213.35169337972
1259,184434.62765814105
1267,162880.88831267133
1269,127572.71336324587
1270,151586.91890948848
1272,142691.2151319639
1274,166551.06126599867
1276,128954.17448392128
1279,181197.78470200856
1281,194453.64385497212
1286,185284.58319563346
1287,140737.86604814883
1290,103346.08222901553
1291,160660.6026212735
1297,161412.8061494341
1302,157852.42342948855
1303,92114.65402394766
1312,116644.55268300397
1315,146499.345794135
1322,92496.46749487336
1327,139683.73801505583
1331,174913.68091426013
1333,152364.01528224337
1334,140758.76339267512
1336,146990.83240326843
1341,159267.84594214236
1344,97047.89087283285
1347,153644.8852141429
1348,171388.5982856479
1353,182597.8080493543
1355,155706.2714554309
1356,124815.5383903678
1357,186861.07130343982
1361,156482.19213686127
1364,151401.69517628025
1368,113699.81951624902
1369,118550.54701289642
1371,172084.29095552806
1373,162067.46358225856
1374,167555.55594825686
1387,115022.78405035811
1388,122245.62968729011
1392,151207.440268431
1394,149794.852754593
1406,200030.74053945526
1407,309053.0713891502
1408,195117.9787624964
1409,196618.03404860382
1411,234939.45545829117
1412,103457.6816027097
1413,141383.94246214462
1414,132567.7678852808
1425,245774.73260296552
1430,229155.77416511154
1431,248313.27214147447
1435,237686.58698413288
1441,225826.14207539216
1444,232305.84904826243
1445,157227.081438807
1446,155515.7760077506
1452,146349.11882560875
1453,145624.972778996
1456,242036.2415300811
1457,235090.9266125646
1460,264951.4332451573
1463,245549.01002660955
1468,238123.8540800177
1471,252752.22854016814
1474,219416.18474501988
1475,214609.10604608592
1476,219921.92470519754
1478,217328.05592227445
1482,160823.67415514775
1483,180221.49255676736
1484,161521.6713418261
1485,183206.66751563628
1496,178946.80166159323
1497,180918.62109179233
1500,138876.46005443914
1506,156386.17637550554
1507,103702.18295117881
1509,146693.7693389122
1510,173858.90794168648
1513,148362.66065347163
1517,132306.37419889861
1518,232238.21700623786
1523,233861.24228495336
1524,170952.41969850607
1526,180435.9371120892
1529,199531.53877283685
1531,165498.31964538211
1535,137900.9125464249
1536,158813.6670284463
1538,344392.1313034063
1540,258744.793022349
1543,153414.13157117256
1545,134857.65614732302
1546,138050.48565501487
1557,84436.2559873782
1558,150195.05066984694
1559,71726.42211545499
1563,284129.1545790869
1568,195021.7738498782
1571,185597.429880712
1578,200643.21718572284
1579,247482.24020357232
1584,267814.64919651067
1586,324920.8403611118
1604,165234.6159013655
1606,159941.48574017792
1610,206572.61760126334
1611,126171.65597301576
1618,184057.08435378145
1623,210360.1166185466
1624,188208.64646362013
1628,190001.1716428904
1633,214875.93772290216
1645,194102.18323676364
1649,236398.08300001535
1652,175773.32213320895
1653,183593.65383783786
1656,179429.7372469116
1662,203460.39628979345
1668,138911.77848956612
1670,131386.03926415718
1672,143130.67442704702
1673,121384.31217771652
1674,178001.85088288342
1677,132445.6594251803
1678,164744.0755398796
1679,143692.68357388081
1685,390969.8749120199
1692,420310.20300466
1693,367050.08226105623
1696,432614.70239162084
1709,338582.16246833844
1711,330060.0564309553
1717,237443.00834429878
1718,225585.35457056732
1721,234219.9433554815
1722,230187.29027669638
1725,326560.03896313475
1726,245427.95452203788
1730,210003.66861067354
1731,198705.70952132595
1733,237912.44830632154
1737,225593.07053804112
1746,236738.30695904425
1747,219355.05878156665
1748,219772.57064459455
1749,241546.1624675062
1760,208421.7298884836
1761,380832.3845965302
1762,315260.88084956
1768,506397.9950506456
1769,266603.25419400306
1770,295483.5741561681
1776,213268.33727092648
1781,370661.6383379363
1785,370291.5199987005
1792,246763.79633306304
1798,261695.47393631167
1812,227240.84931210542
1814,250605.8057114658
1817,163992.79167586367
1818,167535.04706195748
1822,150507.31737141695
1823,134131.78490111046
1829,278305.6698932382
1838,213874.68230565742
1845,214050.21479997184
1851,200181.91545657584
1855,299841.3264360371
1856,214310.62226195447
1858,204520.16797498794
1865,225040.95356026472
1866,164291.6147865156
1867,186936.2630048386
1868,251887.74711411272
1876,163221.1183486328
1878,159625.40239522612
1879,174536.09298817057
1882,-3662.2867345621635
1883,149035.05341397622
1887,104365.96129174436
1895,163371.6316118013
1898,179246.78318162623
1904,52936.123999067175
1908,172013.18755341574
1917,160469.27897879173
1918,136456.0758043643
1920,145480.45977318677
1922,161759.55146509068
1923,167632.7282556974
1931,194717.7525296901
1935,164028.23487631502
1936,148507.65354647944
1939,153160.57788748833
1943,158807.2192088381
1944,155359.84869498864
1946,278965.64535328856
1952,145701.72947789019
1954,133237.55369356586
1958,137284.4112532366
1964,171139.50239083506
1966,158332.61541854762
1969,127707.86179222104
1977,72992.8843502847
1980,102696.34052099711
1984,156826.73960089372
1985,111471.95830456834
1988,131028.0452366547
1989,150466.3270360318
1991,147496.18359507673
1992,132912.74474823015
1997,141624.68761523376
1999,206478.78915612152
2003,131387.77115389786
2005,154070.6314212155
2010,179803.23729078888
2012,159100.00128384837
2016,181115.82285886427
2017,159009.28055379094
2022,205894.7310028148
2023,183350.60140370784
2035,172378.70860615466
2036,225921.63437441
2040,161785.8315522856
2042,179224.4619177574
2043,111454.3059917383
2055,160129.63033820738
2056,129593.5724814199
2059,126744.6132573224
2064,137154.3448579511
2066,216389.76491376708
2070,161492.34215918992
2071,120799.8969900728
2078,268024.7902390633
2080,176671.2436563475
2085,119043.18270396233
2089,167678.69227965307
2090,174854.92525596058
2092,248459.5911000854
2094,286614.68031881796
2095,256746.14808173937
2098,374247.11946401204
2099,262683.9438060835
2103,264033.3039583437
2120,168776.4032019203
2122,188983.42605025484
2123,200851.25901489766
2134,208831.61549794377
2135,150399.12894360058
2136,173684.27134831884
2143,186235.16344803182
2145,260782.7080910469
2146,234390.69318454777
2148,208000.326365328
2155,268385.25065107667
2156,248473.60117142758
2157,155852.0892499925
2159,232697.0203387151
2161,212346.63997471237
2164,203167.22067481713
2165,219298.60141728882
2169,150429.93894334923
2171,120530.76739338803
2180,175778.37152895378
2182,523967.6583667766
2184,135880.32694768085
2185,74134.75853896324
2188,111880.81459111729
2191,134759.91916116874
2192,126249.8977748162
2196,167973.49191740368
2198,120653.39347048066
2204,186206.6925354184
2210,164791.44037180574
2213,172361.6989244005
2215,283340.8150125296
2219,251235.9835985785
2221,269801.726163371
2224,205811.9917823454
2228,175486.1739388755
2232,129033.9123664017
2239,139903.62042962507
2246,282054.1481535985
2247,275985.94523057574
2249,205704.10813628964
2251,237705.43312993125
2254,143787.5172244665
2256,224922.55112706282
2259,282727.7253840817
2263,276851.5077473329
2266,238395.55742645278
2271,234459.24730739513
2274,285046.823886558
2275,321689.32194731716
2280,160490.70313220087
2281,200537.40798348273
2291,129779.2587880439
2292,176600.66489563452
2295,225418.9077153036
2297,134062.67911370026
2299,155420.19066948976
2302,166725.54986878368
2303,154535.37397838928
2304,147312.83142545915
2308,216919.99543451474
2312,228179.42335473548
2314,191647.57349758377
2315,208369.4601907318
2316,212164.40532159366
2320,241664.86219236482
2321,312609.5188799494
2322,263625.7731310146
2325,196059.30396272335
2336,393632.7413724462
2340,282046.7059933443
2341,318925.51782516553
2342,402036.22739236837
2345,221706.1253703882
2346,200321.86042258813
2347,170813.1093535491
2354,273663.88129974203
2357,234083.2802869785
2359,175881.66584062317
2360,164608.08003339637
2361,135263.8350163801
2362,125454.87021920996
2366,137299.23590360163
2367,115786.54144078474
2370,134234.72391370506
2373,118211.15761749192
2376,142503.7966797024
2378,173840.53122619717
2382,265186.99146180163
2387,342957.8908433339
2392,404503.92298979603
2395,376754.7849440621
2396,368105.0844798577
2397,334906.45964102715
2399,384677.65539128636
2401,427999.23864215804
2402,307833.55082049425
2407,235794.487402636
2411,218978.6014568975
2414,238603.731495219
2418,280665.37599671044
2419,212986.71475534697
2424,200594.82886591632
2427,224615.75458991155
2430,245070.7648957678
2439,223794.53626821726
2441,261825.2823340605
2442,250106.4871731882
2446,462420.0896781433
2447,372893.8512940061
2452,324077.46276368515
2457,346988.58989711606
2458,299140.9056567394
2462,355054.5925728048
2465,224508.85079562516
2467,220251.94717565362
2473,181626.87689805
2478,217863.92681611664
2479,213191.1099667804
2482,177808.11913460642
2485,140897.76985698708
2488,145588.87000127515
2494,150685.70594113486
2500,266489.73034966533
2509,168116.79429489665
2512,202919.53962472716
2514,166528.91148779888
2515,226804.005735336
2516,222336.4424620747
2518,185364.4110321813
2519,227726.66844569446
2520,206534.20352024634
2527,209295.48931923162
2532,163746.71796176548
2538,140169.40936454327
2539,158522.31649693768
2543,131859.4873945922
2551,171605.2270793796
2554,156289.77004769578
2555,152975.32597856165
2557,140577.34627133468
2561,154031.00848722196
2563,153492.27341059488
2564,165171.1764064384
2570,123502.83857084303
2571,214964.37003796085
2576,170505.22338869414
2582,176977.50407650883
2584,173850.42592403275
2587,133066.22388136038
2589,149492.9038939739
2591,213108.47797704325
2597,142312.14067549002
2602,174579.52746601184
2605,155489.90608839664
2610,215132.16917931032
2611,156013.0585744354
2614,145227.35605626067
2616,195718.97759510519
2617,176102.2686232683
2620,179931.24732417526
2623,132309.9975553703
2631,157862.98105809002
2638,158421.67269126984
2639,135485.97693971102
2645,152881.9361855183
2647,92410.64140709829
2648,158547.57146605093
2650,119414.82555091193
2652,134419.0455748583
2656,168151.03772259396
2658,116526.38437572552
2661,211740.8933676675
2665,174719.39829619578
2673,189851.161009354
2678,138784.58731082556
2679,122881.18547141307
2680,88252.02775118424
2685,129680.81048934751
2695,178183.19644674516
2698,115739.08698509594
2700,168985.77784131118
2706,173911.1075617485
2708,163920.49639564205
2709,182009.39577895403
2711,134117.1730860392
2718,191444.03139554008
2719,185782.9978579489
2721,201444.27086815462
2725,183514.27102005947
2726,207719.11659897253
2732,253569.85747167788
2733,171648.93402041134
2739,213414.04577802416
2747,192742.2147868256
2751,232078.90991560763
2754,218367.46018105454
2755,255810.30768016295
2756,223490.04035148176
2758,255616.8781525608
2763,219983.7394265344
2764,249502.40367010786
2765,193417.56426555646
2766,203609.09245241998
2768,166412.79513749995
2781,230842.14752704048
2784,205346.04617765665
2785,172889.26363333708
2786,145294.72103254212
2796,236526.48694877603
2797,279619.76719952124
2801,249518.02407438096
2805,255704.67270012695
2806,210426.3075525261
2812,211819.06843916973
2817,128976.26475031574
2822,148506.43530645422
2825,254467.32573592
2828,150757.66045763885
2831,155198.48200755217
2843,170152.6032439663
2845,104986.7990709811
2847,184560.14254057925
2855,186397.22692248828
2856,171663.7213063725
2859,155784.38727211888
2865,233984.1785905267
2867,219444.97446587475
2869,229860.44551802694
2870,269502.7803929457
2874,180875.8841775927
2876,105628.50931064357
2889,162930.72114766954
2892,343927.81897911255
2895,232748.4452782677
2898,241369.85394366132
2901,310597.8176330505
2902,336881.7471106762
2908,168966.18441897997
2909,134379.93793841483
2916,183741.06306851344
2917,144631.00901939126
2919,111649.92779520409
2921,108872.99487880117
2922,222589.62267184316
2925,201314.66732561562
2928,146189.66722994612
